,Architecture,BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,CPU op-mode(s),CPU(s),CloudProvider,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,InstanceCategory,InstanceType,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type
605,x86_64,5187.80,Little Endian,2593.904,,6,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512_vnni arch_capabilities,Microsoft,Standard,Standard_D16_v4,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,VT-x,full
606,x86_64,5586.98,Little Endian,2776.116,,6,2800.0000,800.0000,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D16_v5,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,0-15,,,,,,,,,,,,0-15,1,6,2,GenuineIntel,VT-x,full
607,x86_64,4691.20,Little Endian,2345.601,,23,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm rep_good nopl cpuid extd_apicid pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext ssbd vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves xsaveerptr arat umip rdpid,Microsoft,Standard,Standard_D16a_v4,32K,32K,512K,16384K,,49,AMD EPYC 7452 32-Core Processor,2,0-7,8-15,,,,,,,,,,,0-15,1,0,2,AuthenticAMD,,full
608,x86_64,4890.85,Little Endian,2712.978,,25,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,Standard,Standard_D16ads_v5,32K,32K,512K,32768K,,1,AMD EPYC 7763 64-Core Processor,1,0-15,,,,,,,,,,,,0-15,1,1,2,AuthenticAMD,AMD-V,full
609,x86_64,4890.86,Little Endian,2445.433,,25,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm rep_good nopl cpuid extd_apicid pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves xsaveerptr arat umip vaes vpclmulqdq rdpid,Microsoft,Standard,Standard_D16as_v4,32K,32K,512K,32768K,,1,AMD EPYC 7763 64-Core Processor,1,0-15,,,,,,,,,,,,0-15,1,1,2,AuthenticAMD,,full
610,x86_64,4890.86,Little Endian,3176.234,,25,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,Standard,Standard_D16as_v5,32K,32K,512K,32768K,,1,AMD EPYC 7763 64-Core Processor,1,0-15,,,,,,,,,,,,0-15,1,1,2,AuthenticAMD,AMD-V,full
611,x86_64,5187.81,Little Endian,2593.907,,6,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512_vnni arch_capabilities,Microsoft,Standard,Standard_D16d_v4,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,VT-x,full
612,x86_64,5586.87,Little Endian,2796.454,,6,2800.0000,800.0000,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D16d_v5,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,0-15,,,,,,,,,,,,0-15,1,6,2,GenuineIntel,VT-x,full
613,x86_64,5187.81,Little Endian,2593.906,,6,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512_vnni arch_capabilities,Microsoft,Standard,Standard_D16ds_v4,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,VT-x,full
614,x86_64,5586.87,Little Endian,1427.638,,6,2800.0000,800.0000,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D16ds_v5,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,0-15,,,,,,,,,,,,0-15,1,6,2,GenuineIntel,VT-x,full
615,x86_64,5187.81,Little Endian,2593.907,,6,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti tpr_shadow vnmi ept vpid fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_D16s_v3,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,VT-x,full
616,x86_64,5187.81,Little Endian,2593.905,,6,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512_vnni arch_capabilities,Microsoft,Standard,Standard_D16s_v4,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,VT-x,full
617,x86_64,5586.87,Little Endian,2778.678,,6,2800.0000,800.0000,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D16s_v5,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,0-15,,,,,,,,,,,,0-15,1,6,2,GenuineIntel,VT-x,full
618,x86_64,4794.44,Little Endian,2397.222,,6,,,"32-bit, 64-bit",1,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt md_clear,Microsoft,Standard,Standard_D1_v2,32K,32K,256K,30720K,,63,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,0,,,,,,,,,,,,0,1,2,1,GenuineIntel,,full
619,x86_64,4794.44,Little Endian,2397.222,,6,,,"32-bit, 64-bit",2,AZURE,2,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt md_clear,Microsoft,Standard,Standard_D2_v2,32K,32K,256K,30720K,,63,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,"0,1",,,,,,,,,,,,"0,1",1,2,1,GenuineIntel,,full
620,x86_64,4794.44,Little Endian,2397.222,,6,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm invpcid_single pti tpr_shadow vnmi ept vpid fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt md_clear,Microsoft,Standard,Standard_D2_v3,32K,32K,256K,30720K,,63,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,"0,1",,,,,,,,,,,,"0,1",1,2,2,GenuineIntel,VT-x,full
621,x86_64,5187.81,Little Endian,2593.907,,6,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512_vnni arch_capabilities,Microsoft,Standard,Standard_D2_v4,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,"0,1",,,,,,,,,,,,"0,1",1,7,2,GenuineIntel,VT-x,full
622,x86_64,5586.87,Little Endian,2885.077,,6,2800.0000,800.0000,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D2_v5,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,"0,1",,,,,,,,,,,,"0,1",1,6,2,GenuineIntel,VT-x,full
623,x86_64,4890.86,Little Endian,2445.432,,25,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm rep_good nopl cpuid extd_apicid pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves xsaveerptr arat umip vaes vpclmulqdq rdpid,Microsoft,Standard,Standard_D2a_v4,32K,32K,512K,32768K,,1,AMD EPYC 7763 64-Core Processor,1,"0,1",,,,,,,,,,,,"0,1",1,1,2,AuthenticAMD,,full
624,x86_64,4890.85,Little Endian,2701.167,,25,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,Standard,Standard_D2ads_v5,32K,32K,512K,32768K,,1,AMD EPYC 7763 64-Core Processor,1,"0,1",,,,,,,,,,,,"0,1",1,1,2,AuthenticAMD,AMD-V,full
625,x86_64,4890.86,Little Endian,2445.431,,25,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm rep_good nopl cpuid extd_apicid pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves xsaveerptr arat umip vaes vpclmulqdq rdpid,Microsoft,Standard,Standard_D2as_v4,32K,32K,512K,32768K,,1,AMD EPYC 7763 64-Core Processor,1,"0,1",,,,,,,,,,,,"0,1",1,1,2,AuthenticAMD,,full
626,x86_64,4890.86,Little Endian,2607.757,,25,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,Standard,Standard_D2as_v5,32K,32K,512K,32768K,,1,AMD EPYC 7763 64-Core Processor,1,"0,1",,,,,,,,,,,,"0,1",1,1,2,AuthenticAMD,AMD-V,full
627,x86_64,5187.80,Little Endian,2593.904,,6,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512_vnni arch_capabilities,Microsoft,Standard,Standard_D2d_v4,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,"0,1",,,,,,,,,,,,"0,1",1,7,2,GenuineIntel,VT-x,full
628,x86_64,5586.87,Little Endian,2798.327,,6,2800.0000,800.0000,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D2d_v5,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,"0,1",,,,,,,,,,,,"0,1",1,6,2,GenuineIntel,VT-x,full
629,x86_64,5586.87,Little Endian,2793.437,,6,,,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D2ds_v4,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,"0,1",,,,,,,,,,,,"0,1",1,6,2,GenuineIntel,VT-x,full
630,x86_64,5586.87,Little Endian,2795.575,,6,2800.0000,800.0000,"32-bit, 64-bit",2,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,Standard,Standard_D2ds_v5,48K,32K,1280K,49152K,,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,"0,1",,,,,,,,,,,,"0,1",1,6,2,GenuineIntel,VT-x,full
