,Architecture,BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,CPU op-mode(s),CPU(s),CloudProvider,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,InstanceCategory,InstanceType,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type
577,x86_64,7599.99,Little Endian,4499.527,,6,,,"32-bit, 64-bit",8,AWS,4,3800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,x2iezn,x2iezn.2xlarge,32K,32K,1024K,25344K,4500 MHz,85,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,1,0-7,,,,,,,,,,,,0-7,1,7,2,GenuineIntel,,full
578,x86_64,7599.99,Little Endian,4501.255,,6,,,"32-bit, 64-bit",16,AWS,8,3800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,x2iezn,x2iezn.4xlarge,32K,32K,1024K,25344K,4500 MHz,85,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,,full
579,x86_64,7599.99,Little Endian,2922.765,,6,,,"32-bit, 64-bit",24,AWS,12,3800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,x2iezn,x2iezn.6xlarge,32K,32K,1024K,25344K,4500 MHz,85,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,1,0-23,,,,,,,,,,,,0-23,1,7,2,GenuineIntel,,full
580,x86_64,7599.99,Little Endian,4501.329,,6,,,"32-bit, 64-bit",32,AWS,8,3800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,x2iezn,x2iezn.8xlarge,32K,32K,1024K,25344K,4500 MHz,85,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,2,"0-7,16-23","8-15,24-31",,,,,,,,,,,0-31,2,7,2,GenuineIntel,,full
581,x86_64,7600.00,Little Endian,1200.284,,6,4500.0000,1200.0000,"32-bit, 64-bit",48,AWS,12,3800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 cdp_l3 invpcid_single intel_ppin ssbd mba ibrs ibpb stibp ibrs_enhanced tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid cqm mpx rdt_a avx512f avx512dq rdseed adx smap clflushopt clwb intel_pt avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local dtherm ida arat pln pts hwp hwp_act_window hwp_epp hwp_pkg_req pku ospke avx512_vnni md_clear flush_l1d arch_capabilities,,x2iezn,x2iezn.metal,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,2,"0-11,24-35","12-23,36-47",,,,,,,,,,,0-47,2,7,2,GenuineIntel,VT-x,
582,x86_64,6799.99,Little Endian,1505.236,,6,,,"32-bit, 64-bit",48,AWS,12,3400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,z1d,z1d.12xlarge,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,2,"0-11,24-35","12-23,36-47",,,,,,,,,,,0-47,2,4,2,GenuineIntel,,full
583,x86_64,6799.99,Little Endian,4016.436,,6,,,"32-bit, 64-bit",8,AWS,4,3400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,z1d,z1d.2xlarge,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,1,0-7,,,,,,,,,,,,0-7,1,4,2,GenuineIntel,,full
584,x86_64,6799.98,Little Endian,4008.451,,6,,,"32-bit, 64-bit",12,AWS,6,3400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,z1d,z1d.3xlarge,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,1,0-11,,,,,,,,,,,,0-11,1,4,2,GenuineIntel,,full
585,x86_64,6800.01,Little Endian,1233.963,,6,,,"32-bit, 64-bit",24,AWS,12,3400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,z1d,z1d.6xlarge,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,1,0-23,,,,,,,,,,,,0-23,1,4,2,GenuineIntel,,full
586,x86_64,6799.99,Little Endian,4000.078,,6,,,"32-bit, 64-bit",2,AWS,1,3400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,z1d,z1d.large,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,1,"0,1",,,,,,,,,,,,"0,1",1,4,2,GenuineIntel,,full
587,x86_64,6800.00,Little Endian,1499.587,,6,4000.0000,1200.0000,"32-bit, 64-bit",48,AWS,12,3400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 cdp_l3 invpcid_single pti intel_ppin ssbd mba ibrs ibpb stibp tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm cqm mpx rdt_a avx512f avx512dq rdseed adx smap clflushopt clwb intel_pt avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local dtherm ida arat pln pts hwp hwp_act_window hwp_epp hwp_pkg_req pku ospke md_clear flush_l1d arch_capabilities,,z1d,z1d.metal,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,2,"0-11,24-35","12-23,36-47",,,,,,,,,,,0-47,2,4,2,GenuineIntel,VT-x,
588,x86_64,6799.99,Little Endian,3999.154,,6,,,"32-bit, 64-bit",4,AWS,2,3400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,z1d,z1d.xlarge,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8151 CPU @ 3.40GHz,1,0-3,,,,,,,,,,,,0-3,1,4,2,GenuineIntel,,full
589,x86_64,5187.81,Little Endian,2593.907,,6,,,"32-bit, 64-bit",12,AZURE,12,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B12ms,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-11,,,,,,,,,,,,0-11,1,7,1,GenuineIntel,,full
590,x86_64,5187.81,Little Endian,2593.907,,6,,,"32-bit, 64-bit",16,AZURE,16,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B16ms,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,,,,,,,,,,,,0-15,1,7,1,GenuineIntel,,full
591,x86_64,5187.81,Little Endian,2593.907,,6,,,"32-bit, 64-bit",1,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B1ls,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0,,,,,,,,,,,,0,1,7,1,GenuineIntel,,full
592,x86_64,5187.81,Little Endian,2593.908,,6,,,"32-bit, 64-bit",1,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B1ms,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0,,,,,,,,,,,,0,1,7,1,GenuineIntel,,full
593,x86_64,5187.81,Little Endian,2593.908,,6,,,"32-bit, 64-bit",1,AZURE,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B1s,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0,,,,,,,,,,,,0,1,7,1,GenuineIntel,,full
594,x86_64,4190.34,Little Endian,2095.174,,6,,,"32-bit, 64-bit",20,AZURE,20,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B20ms,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,0-19,,,,,,,,,,,,0-19,1,4,1,GenuineIntel,,full
595,x86_64,4190.35,Little Endian,2095.176,,6,,,"32-bit, 64-bit",2,AZURE,2,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B2ms,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,"0,1",,,,,,,,,,,,"0,1",1,4,1,GenuineIntel,,full
596,x86_64,5187.81,Little Endian,2593.906,,6,,,"32-bit, 64-bit",2,AZURE,2,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B2s,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,"0,1",,,,,,,,,,,,"0,1",1,7,1,GenuineIntel,,full
597,x86_64,5187.81,Little Endian,2593.905,,6,,,"32-bit, 64-bit",4,AZURE,4,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B4ms,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-3,,,,,,,,,,,,0-3,1,7,1,GenuineIntel,,full
598,x86_64,4190.17,Little Endian,2095.089,,6,,,"32-bit, 64-bit",8,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_B8ms,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,0-7,,,,,,,,,,,,0-7,1,4,1,GenuineIntel,,full
599,x86_64,5187.81,Little Endian,2593.905,,6,,,"32-bit, 64-bit",2,AZURE,2,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_D11_v2,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,"0,1",,,,,,,,,,,,"0,1",1,7,1,GenuineIntel,,full
600,x86_64,5187.81,Little Endian,2593.905,,6,,,"32-bit, 64-bit",4,AZURE,4,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_D12_v2,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-3,,,,,,,,,,,,0-3,1,7,1,GenuineIntel,,full
601,x86_64,4794.44,Little Endian,2397.222,,6,,,"32-bit, 64-bit",8,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt md_clear,Microsoft,Standard,Standard_D13_v2,32K,32K,256K,30720K,,63,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,0-7,,,,,,,,,,,,0-7,1,2,1,GenuineIntel,,full
602,x86_64,4794.44,Little Endian,2397.224,,6,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt md_clear,Microsoft,Standard,Standard_D14_v2,32K,32K,256K,30720K,,63,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,0-7,8-15,,,,,,,,,,,0-15,2,2,1,GenuineIntel,,full
603,x86_64,5187.81,Little Endian,2593.907,,6,,,"32-bit, 64-bit",20,AZURE,20,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_D15_v2,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-19,,,,,,,,,,,,0-19,1,7,1,GenuineIntel,,full
604,x86_64,5187.81,Little Endian,2593.905,,6,,,"32-bit, 64-bit",16,AZURE,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti tpr_shadow vnmi ept vpid fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt avx512cd avx512bw avx512vl xsaveopt xsavec xsaves md_clear,Microsoft,Standard,Standard_D16_v3,32K,32K,1024K,36608K,,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,VT-x,full
